,Formula,material_id,GVRH,PHONONS,PIEZO,DIELECTRIC,EXP_BAND_GAP
2818,Li8 Ru4 O12,mp-4630,0.2301613530594755,0.0,0.0,0.0,0.0
2819,Dy2 Co2 C2,mp-20350,0.29179603813607846,0.0,0.0,0.0,0.0
2820,Y2 V2 O8,mp-19133,0.2301613530594755,0.0,0.0,0.0,0.0
2821,Co1 Cu1 O2,mp-504711,0.05305343014548414,0.0,0.0,0.0,0.0
2822,Mg1 C1 N2,mp-9166,0.13596989891416755,0.0,0.0,-0.950816104461371,0.0
2823,Mn2 V2 O7,mp-19142,0.10733790196544724,0.0,0.0,0.0,0.0
2824,Er2 Si4 Ni2,mp-12382,0.3337592277886332,0.0,0.0,0.0,0.0
2825,Tb4 Fe4 O12,mp-19853,0.4118645577709401,0.0,0.0,0.0,0.0
2826,K12 Co4 O14,mp-19141,-0.0947594946016248,0.0,0.0,0.0,0.0
2827,Dy4 Fe4 O12,mp-22283,0.415691072727401,0.0,0.0,0.0,0.0
2828,Ni2 C2 O6,mp-19147,0.3481756661845541,0.0,0.0,-0.9653971708378672,0.0
2829,Cr4 Pb4 O16,mp-19146,-0.07649679950992128,0.0,0.0,0.0,-0.6153846153846154
2830,Pr3 Sn3 Rh3,mp-12381,0.12670808579146442,0.0,0.0,0.0,0.0
2831,Er1 Si2 Ni2,mp-4881,0.3664383612762576,0.0,0.0,0.0,0.0
2832,K4 Mn4 O6,mp-19148,0.015420551227762758,0.0,0.0,0.0,0.0
2833,Ho4 Fe4 O12,mp-19785,0.415691072727401,0.0,0.0,0.0,0.0
2834,Mg4 Sb2 N6,mp-1029378,0.30281472245839236,0.0,0.0,0.0,0.0
2835,Lu2 Ir4,mp-1761,0.4447574819523561,0.0,0.0,0.0,-1.0
2836,Pa1 C1,mp-567580,0.39608306962732187,0.0,0.0,0.0,0.0
2837,Dy1 Ni5,mp-1179,0.357437479307257,0.0,0.0,0.0,0.0
2838,Sr6 W2 N6,mp-1029655,0.08671718746302393,0.0,0.0,0.0,0.0
2839,Pr1 Te1,mp-2532,-0.0592217719124164,0.0,0.0,0.0,0.0
2840,Pa2 B6,mp-862847,0.5789050597003464,0.0,0.0,0.0,0.0
2841,U1 Fe3 B2,mp-10065,0.5601049209496247,0.0,0.0,0.0,0.0
2842,Hf1 Te2,mp-32887,-0.20604702916532647,0.0,0.0,0.0,0.0
2843,Cu1 Rh1 O2,mp-14116,0.21626741711842934,-0.6473369704788465,0.0,-0.91563293434893,0.0
2844,Hf2 Ag1,mp-13155,0.26854868375619634,0.0,0.0,0.0,0.0
2845,Pr1 Ni2 P2,mp-569931,0.39608306962732187,0.0,0.0,0.0,0.0
2846,Ni2 F4,mp-559798,0.17863453820070796,0.0,0.0,-0.977366702937976,0.0
2847,V1 Fe2 Si1,mp-4595,0.20908711090112986,0.0,0.0,0.0,0.0
2848,Nd1 Ni2 P2,mp-569974,0.40799165968600226,0.0,0.0,0.0,0.0
2849,Ba6 Os2 N6,mp-1029640,0.04099501116028281,0.0,0.0,0.0,0.0
2850,Mn1 Au4,mp-12565,0.09719386965375221,0.0,0.0,0.0,0.0
2851,Sr2 H2 Cl2 O2,mp-24066,-0.07649679950992128,0.9915416967737303,-0.9798287392925256,0.0,0.0
2852,Zr2 Be2 Si2,mp-10200,0.5188204573726949,0.0,0.0,0.0,0.0
2853,Pm2 Ir1 Pd1,mp-863716,0.09719386965375221,0.0,0.0,0.0,0.0
2854,Th2 As2 Se2,mp-1019357,0.19422349233431202,0.0,0.0,0.0,-1.0
2855,Th2 Bi2 Te2,mp-1019362,0.0646732626789066,0.0,0.0,0.0,0.0
2856,Th2 P2 Se2,mp-1019360,0.17863453820070796,0.0,0.0,0.0,-1.0
2857,Th2 Sb2 Se2,mp-1019359,0.16224580848067305,0.0,0.0,0.0,0.0
2858,Th2 As2 S2,mp-1019358,0.26854868375619634,0.0,0.0,0.0,0.0
2859,Sr2 Zn2 Sn2,mp-1019279,0.05305343014548414,0.0,0.0,0.0,0.0
2860,Ba2 Rh4,mp-568430,0.08671718746302393,0.0,0.0,0.0,0.0
2861,Rb2 Na1 V1 F6,mp-560671,0.0018223211661771987,0.0,0.0,0.0,-1.0
2862,Cr1 Ag1 O2,mp-19378,0.21626741711842934,0.0,0.0,-0.9416031918752267,0.0
2863,Ti4 I12,mp-23264,-0.7785324196069106,0.0,0.0,0.0,0.0
2864,Na2 Bi2 O6,mp-23054,0.04099501116028281,-0.7243425054059337,0.0,-0.9386289445048966,0.0
2865,Sr2 Hg2 Pb2,mp-1019277,0.0018223211661771987,0.0,0.0,0.0,0.0
2866,Sr3 Sn1 O1,mp-7961,-0.027244088058777538,0.0,0.0,0.0,0.0
2867,Sr2 Sn2 Hg2,mp-1019259,0.04099501116028281,0.0,0.0,0.0,0.0
2868,Ba2 Mg1 Re1 O6,mp-22441,0.3481756661845541,0.0,0.0,0.0,0.0
2869,Sr28 Ge4 N24,mp-568436,0.16224580848067305,0.0,0.0,0.0,0.0
2870,Th2 Ir4,mp-1187,0.34344209545935733,0.0,0.0,0.0,0.0
2871,Rb2 Co1 F6,mp-560878,-0.3355972588207319,0.0,0.0,0.0,0.0
2872,Sm2 Ge2 Ru2,mp-1019109,0.21626741711842934,0.0,0.0,0.0,0.0
2873,Sm2 Co2 Si2,mp-1019108,0.18652407929291281,0.0,0.0,0.0,0.0
2874,K2 Mg2 Bi2,mp-1019105,-0.20604702916532647,0.0,0.0,0.0,0.0
2875,Sr1 Te1,mp-1958,0.0018223211661771987,-0.9654033103950767,0.0,-0.9251360174102286,-0.3623931623931623
2876,Na2 H6 Pt1,mp-690785,-0.11412967842764232,0.0,0.0,-0.9606093579978238,0.0
2877,Dy1 Ni2 B2 C1,mp-6223,0.36196961458607313,0.0,0.0,0.0,0.0
2878,Lu2 Si2 Cu2,mp-8125,0.3134660480970055,0.0,0.0,0.0,0.0
2879,Sm2 Fe2 Si2,mp-1019100,0.23688813162085243,0.0,0.0,0.0,0.0
2880,Li1 Fe1 Rh2,mp-862290,0.3081847678561134,0.0,0.0,0.0,0.0
2881,Tm2 Ag2 Te4,mp-1078600,-0.027244088058777538,0.0,0.0,0.0,0.0
2882,Ta1 Ga1 Co2,mp-30555,0.4232093061892639,0.0,0.0,0.0,0.0
2883,K2 Mg2 As2,mp-1019089,-0.0592217719124164,0.0,0.0,0.0,0.0
2884,Cs2 Ti12 O24,mp-867568,0.26854868375619634,0.0,0.0,0.0,0.0
2885,Hf2 Au1,mp-30383,0.30281472245839236,0.0,0.0,0.0,0.0
2886,Mn2 Se2,mp-999540,-0.18047256923280663,0.0,0.0,0.0,-0.5726495726495726
2887,Mn1 V1 Ru2,mp-864983,0.4516289334525645,0.0,0.0,0.0,0.0
2888,Pr2 Te2 Cl2,mp-1018941,0.0646732626789066,0.0,0.0,0.0,0.0
2889,Pr2 Sb2 Pt2,mp-1018902,0.13596989891416755,0.0,0.0,0.0,-1.0
2890,Hf1 Be5,mp-2025,0.5296523482492026,0.0,0.0,0.0,0.0
2891,Li1 Mg2 Zn1,mp-864762,0.05305343014548414,0.0,0.0,0.0,0.0
2892,Th6 Ge4,mp-314,0.015420551227762758,0.0,0.0,0.0,0.0
2893,Ho2 Co2 C2,mp-20906,0.29179603813607846,0.0,0.0,0.0,0.0
2894,Pr2 Fe2 Si2,mp-1018895,0.19422349233431202,0.0,0.0,0.0,0.0
2895,K2 Na1 Cu1 F6,mp-13797,0.08671718746302393,0.0,0.0,0.0,0.0
2896,Nd1 Ga2,mp-2524,0.280383747136391,0.0,0.0,0.0,0.0
2897,Mg1 Sc2 In1,mp-977586,0.16224580848067305,0.0,0.0,0.0,0.0
2898,Np2 Se2 O2,mp-1018828,0.2745210105385736,0.0,0.0,0.0,0.0
2899,K2 In2 Te4,mp-19851,0.02846359404287968,-0.9313646319128135,0.0,0.0,0.0
2900,Li12 Fe2 N8,mp-1029739,0.35284013121467206,0.0,0.0,0.0,0.0
2901,Tc1 Pt3,mp-972326,0.5625163299803111,0.0,0.0,0.0,0.0
2902,Ca6 Fe2 N6,mp-1029659,0.2301613530594755,0.0,0.0,0.0,0.0
2903,Li1 Ti1 S2,mp-9615,0.23688813162085243,0.0,0.0,0.0,0.0
2904,Pm1 Cd1 Pd2,mp-862898,-0.2643006225854708,0.0,0.0,0.0,0.0
2905,Zr2 Mo4,mp-2049,0.30281472245839236,0.0,0.0,0.0,0.0
2906,Sr1 Ge2,mp-7390,-0.042833042192381265,0.0,0.0,0.0,-0.8461538461538461
2907,Mg1 Al1 Pd2,mp-865152,0.14497078088316817,0.0,0.0,0.0,0.0
2908,Ba6 Ru2 N6,mp-1029537,0.02846359404287968,0.0,0.0,0.0,0.0
2909,Ba1 Ga1 Si1 H1,mp-1008506,0.15372503205647958,-0.3979059986498026,0.0,0.0,0.0
2910,Hf1 Pa1 Tc2,mp-864926,0.21626741711842934,0.0,0.0,0.0,0.0
2911,Sr6 Re2 N6,mp-1029531,0.0646732626789066,0.0,0.0,0.0,0.0
2912,Rh2 O4,mp-725,0.4516289334525645,0.0,0.0,0.0,0.0
2913,Os2 O4,mp-996,0.48084309305238393,0.0,0.0,0.0,0.0
2914,Li2 Be2 B2,mp-1018783,0.3081847678561134,0.0,0.0,0.0,0.0
2915,Li3 Sm1 Bi2,mp-1018780,0.0646732626789066,0.0,0.0,0.0,0.0
2916,Li3 Pr1 Bi2,mp-1018770,0.05305343014548414,0.0,0.0,0.0,0.0
2917,Tm2 Cl6,mp-28044,-0.15679431771418295,0.0,0.0,0.0,0.0
2918,Cr1 Ni2,mp-784631,0.5076084234650853,0.0,0.0,0.0,0.0
2919,Zr2 Cd1,mp-1018104,0.0646732626789066,0.0,0.0,0.0,0.0
2920,Na1 Pr1 Au2,mp-865118,-0.11412967842764232,0.0,0.0,0.0,0.0
2921,Li3 Ho1 Sb2,mp-1018764,0.12670808579146442,0.0,0.0,0.0,0.0
2922,Lu1 Pa1 Tc2,mp-865801,0.19422349233431202,0.0,0.0,0.0,0.0
2923,Mg4 Cr2 N6,mp-1029520,0.23688813162085243,0.0,0.0,0.0,0.0
2924,Sc1 Ga1 Cu2,mp-11360,0.08671718746302393,0.0,0.0,0.0,0.0
2925,Eu1 H3 Pd1,mp-644246,0.09719386965375221,0.0,0.0,0.0,0.0
2926,Eu1 Hf1 O3,mp-753781,0.4930163817781543,0.0,0.0,0.0,0.0
2927,Mn3 Ga1 N1,mp-627439,0.5527595358446691,0.0,0.0,0.0,0.0
2928,Mn1 Ga1 Ni2,mp-601285,0.3237737219897172,0.0,0.0,0.0,-1.0
2929,Fe1 H2 O2,mp-626680,0.05305343014548414,0.0,0.0,0.0,0.0
2930,Zr4 H4,mp-697179,0.015420551227762758,0.0,0.0,0.0,0.0
2931,Ti2 Co1 Ir1,mp-861639,0.32880548235853646,0.0,0.0,0.0,0.0
2932,Mn4 B2,mp-20318,0.6502016959356074,0.0,0.0,0.0,0.0
2933,Tm1 Ni1 Sb1,mp-4025,0.3081847678561134,0.0,-0.9930998843565592,0.0,0.0
2934,K2 W1 Cl6,mp-568914,-0.5570648392138211,0.0,0.0,0.0,0.0
2935,Ti2 B1 Rh6,mp-571126,0.5104485326539425,0.0,0.0,0.0,-1.0
2936,Tm1 Rh1,mp-11564,0.24347620378545543,0.0,0.0,0.0,0.0
2937,Sc1 Bi1,mp-570632,0.08671718746302393,0.0,0.0,0.0,0.0
2938,Hf2 V2 Ge2,mp-1018726,0.39201282120877745,0.0,0.0,0.0,0.0
2939,K8 Zn4 H16,mp-695998,-0.23384804988504893,0.0,0.0,0.0,0.0
2940,Ho2 Fe2 Si2,mp-1018725,0.29179603813607846,0.0,0.0,0.0,0.0
2941,Ac1 Mg1 Tl2,mp-861735,-0.6489821899515054,0.0,0.0,0.0,0.0
2942,Sr1 B6,mp-242,0.5047428421049744,0.0,0.0,0.0,-0.37094017094017084
2943,Hf2 V2 Si2,mp-1018720,0.34344209545935733,0.0,0.0,0.0,-1.0
2944,Hf1 B1 Rh3,mp-1017578,0.4930163817781543,0.0,0.0,0.0,0.0
2945,Ta1 Cu3 Se4,mp-4081,-0.0123804694919597,-0.8777955641374483,-0.998420751229265,-0.9619876677548059,0.0
2946,Hf2 Ga1 Sb3,mp-1018709,0.32880548235853646,0.0,0.0,0.0,0.0
2947,Zr1 Cu2 P2,mp-8219,0.3134660480970055,0.0,0.0,0.0,0.0
2948,Nb1 H2,mp-24154,0.4040712401939788,0.0,0.0,0.0,0.0
2949,Rb2 Bi4,mp-23253,-0.7785324196069106,0.0,0.0,0.0,-1.0
2950,Sc1 Ag2,mp-1018128,0.170545240815688,0.0,0.0,0.0,0.0
2951,Pt1 S2,mp-762,-0.15679431771418295,0.0,0.0,-0.9360174102285093,-0.8717948717948718
2952,K2 Mn1 F6,mp-557397,-0.11412967842764232,0.0,0.0,-0.9670656510700036,0.0
2953,Li1 As1 Pd2,mp-862321,0.0646732626789066,0.0,0.0,0.0,0.0
2954,Ca1 Pm1 Rh2,mp-862885,0.0646732626789066,0.0,0.0,0.0,0.0
2955,Ti1 Zn1,mp-1014230,0.28614084307199583,0.0,0.0,0.0,0.0
2956,Er2 Zn2 Ga2,mp-1018694,0.30281472245839236,0.0,0.0,0.0,0.0
2957,Tc2 B4,mp-1019317,0.7564012088831844,0.0,0.0,0.0,0.0
2958,Tc3 N3,mp-1019319,0.5719839909657882,0.0,0.0,0.0,0.0
2959,Re3 N3,mp-1019052,0.6592025779046082,0.0,0.0,0.0,0.0
2960,Li3 Cd1,mp-975904,-0.2643006225854708,0.0,0.0,0.0,0.0
2961,Er2 Zn2 In2,mp-1018689,0.17863453820070796,0.0,0.0,0.0,0.0
2962,Mg3 Si4 H2 O12,mp-696497,0.02846359404287968,0.0,0.0,0.0,0.0
2963,Mn2 Al1 V1,mp-10895,0.46494378417854465,0.0,0.0,0.0,0.0
2964,Er2 Mg3 Ru1,mp-1018684,0.08671718746302393,0.0,0.0,0.0,-1.0
2965,Ba6 Bi2 N2,mp-567666,-0.20604702916532647,-0.7929778734931202,0.0,0.0,0.0
2966,Zn4 Cr2 N6,mp-1029458,0.3081847678561134,0.0,0.0,0.0,0.0
2967,Cs1 Br1,mp-571222,-0.48576820297856016,-0.9927458554054193,0.0,0.0,0.0
2968,Sn1 Pt3,mp-20971,0.29735287697960544,0.0,0.0,0.0,0.0
2969,Li10 Os2 N8,mp-1029448,0.170545240815688,0.0,0.0,0.0,0.0
2970,Ti1 Fe2 Si1,mp-866141,0.5923130485059689,-0.8030220737010012,0.0,-0.5355096118969894,0.0
2971,Li1 Ge1 Ir2,mp-861882,0.5104485326539425,0.0,0.0,0.0,0.0
2972,Tb1 Au2,mp-570179,0.13596989891416755,0.0,0.0,0.0,0.0
2973,Pr1 Co2 B2,mp-4322,0.43416501422676745,0.0,0.0,0.0,0.0
2974,Y1 Sn1 Pd2,mp-5538,0.02846359404287968,0.0,0.0,0.0,0.0
2975,Cd1 Ga2 S4,mp-4452,-0.027244088058777538,-0.8365027410606044,-0.9961547294907054,-0.9460282916213275,-0.41880341880341887
2976,Hf1 Sc1 Ru2,mp-865030,0.4001021185937974,0.0,0.0,0.0,0.0
2977,Li2 Ti4 N6,mp-1029424,0.36196961458607313,0.0,0.0,0.0,0.0
2978,Li4 Si8 N12,mp-5853,0.5323039002299024,-0.4403148439719665,-0.9662604053714028,0.0,0.0
2979,Tm4 Cu12 Te12,mp-640889,0.075885296586516,0.0,0.0,0.0,-0.976068376068376
2980,Li56 Nb8 N32,mp-14827,0.32880548235853646,0.0,0.0,0.0,0.0
2981,Y1 Cd1 Ag2,mp-865503,-0.23384804988504893,0.0,0.0,0.0,0.0
2982,Sr6 Al6 N10,mp-1029733,0.26246259155337226,0.0,0.0,0.0,0.0
2983,K1 H1,mp-24084,-0.23384804988504893,-0.6127402808739231,0.0,-0.9547334058759521,0.0
2984,Ta4 Mn8,mp-12678,0.4305546912942193,0.0,0.0,0.0,0.0
2985,Rb2 Ni1 O2,mp-19167,-0.20604702916532647,0.0,0.0,-0.9619876677548059,0.0
2986,Sm4 Fe4 O12,mp-20243,0.4040712401939788,0.0,0.0,0.0,0.0
2987,Nd4 Fe4 O12,mp-20407,0.39608306962732187,0.0,0.0,0.0,0.0
2988,Pr4 Fe4 O12,mp-22341,0.39201282120877745,0.0,0.0,0.0,0.0
2989,Ce1 Ge3 Rh1,mp-13121,0.15372503205647958,0.0,0.0,0.0,0.0
2990,Mn2 Sn2 O6,mp-20569,0.2745210105385736,0.0,0.0,0.0,0.0
2991,Ca2 Ag4,mp-13270,-0.1347503929300654,0.0,0.0,0.0,0.0
2992,Li96 Si56,mp-1314,0.10733790196544724,0.0,0.0,0.0,0.0
2993,Ba1 S1,mp-1500,0.02846359404287968,-0.9112762314970515,0.0,-0.9066376496191513,-0.3367521367521368
2994,Na2 H2 Pd1,mp-23954,-0.0947594946016248,0.0,0.0,0.0,0.0
2995,Th6 P8,mp-1347,0.29735287697960544,0.0,0.0,0.0,0.0
2996,Mg1 Ti1 Ir2,mp-864908,0.49893340606278147,0.0,0.0,0.0,0.0
2997,Sm4 Mn4 O12,mp-22203,0.34344209545935733,0.0,0.0,0.0,0.0
2998,Tb4 Mn8 O20,mp-18525,0.39201282120877745,0.0,0.0,0.0,0.0
2999,Tb4 Mn4 O12,mp-22055,0.35284013121467206,0.0,0.0,0.0,0.0
3000,Rb2 Hg1 O2,mp-5072,-0.23384804988504893,-0.6897458158010105,0.0,-0.9613347841857091,0.0
3001,Li6 V2 O8,mp-19219,0.11716976016344582,0.0,0.0,0.0,0.0
3002,Mn4 Sb8 O16,mp-19231,-0.15679431771418295,0.0,0.0,0.0,-0.547008547008547
3003,Sn8 Au2,mp-1393,-0.23384804988504893,0.0,0.0,0.0,0.0
3004,Fe8 Si4 O16,mp-20313,0.24993117443596913,0.0,0.0,0.0,0.0
3005,Rb1 H1,mp-24721,-0.18047256923280663,-0.632270670167025,0.0,-0.9506710192237939,0.0
3006,Fe4 Sb8 O16,mp-22265,-0.11412967842764232,0.0,0.0,0.0,0.0
3007,Mn1 Cu1 O2,mp-510589,0.18652407929291281,0.0,0.0,0.0,0.0
3008,Sc2 V2 O8,mp-19247,0.08671718746302393,0.0,0.0,0.0,0.0
3009,Li2 Sn8 Ir2,mp-21894,0.23688813162085243,0.0,0.0,0.0,-1.0
3010,Cs1 K2 Sb1,mp-581024,-0.3782618981072723,-0.9693093882536971,0.0,-0.8729778745012695,0.0
3011,Ho2 Fe4,mp-1926,0.0646732626789066,0.0,0.0,0.0,0.0
3012,Zr1 In1 Ni2,mp-20744,0.2562583154468696,0.0,0.0,0.0,0.0
3013,Li4 W2 O8,mp-19260,0.04099501116028281,0.0,0.0,0.0,0.0
3014,Li1 Hf1 Pt2,mp-867834,-0.07649679950992128,0.0,0.0,0.0,0.0
3015,La4 Cr4 O12,mp-19281,0.4232093061892639,0.0,0.0,0.0,0.0
3016,Ni2 W2 O8,mp-21179,0.37084546811287944,0.0,0.0,0.0,0.0
3017,Rb1 Co2 S2,mp-560663,0.10733790196544724,0.0,0.0,0.0,0.0
3018,V2 In2 O8,mp-22443,0.170545240815688,0.0,0.0,0.0,0.0
3019,Cr2 B2 O6,mp-19299,0.49893340606278147,0.0,0.0,-0.9534276387377585,0.0
3020,Np8,mp-11534,0.5047428421049744,0.0,0.0,0.0,0.0
3021,Li2 Ga2 Te4,mp-5048,-0.18047256923280663,-0.8482209746364655,-0.9993546620170581,-0.9405150525933986,-0.6051282051282051
3022,Zn1 Cu2 Ge1 S4,mp-6408,0.13596989891416755,-0.8236684852394232,-0.9990799441705793,0.0,-0.641025641025641
3023,Ca2 Mo2 O8,mp-19330,0.11716976016344582,0.0,0.0,0.0,0.0
3024,Re3 P4,mp-1474,0.5719839909657882,0.0,0.0,0.0,-1.0
3025,Rb2 Pt4 Se6,mp-14797,-0.20604702916532647,0.0,0.0,0.0,0.0
3026,Co9 S8,mp-1513,0.32880548235853646,0.0,0.0,0.0,0.0
3027,Sc3 Si3 Cu3,mp-15322,0.3837133888737625,0.0,0.0,0.0,0.0
3028,As8 Ir4,mp-15649,0.4583557120139419,-0.8683093750522275,0.0,-0.8053681537903519,-0.829059829059829
3029,Nd8 W4 O24,mp-18057,0.26854868375619634,0.0,0.0,0.0,0.0
3030,Hf10 Sn8,mp-510691,0.3237737219897172,0.0,0.0,0.0,-1.0
3031,Sm4 Mn8 O20,mp-19358,0.37948140409137454,0.0,0.0,0.0,0.0
3032,V2 Rh6,mp-866161,0.5477670877096674,0.0,0.0,0.0,0.0
3033,Hf3 Si2 Cu4,mp-15987,0.4001021185937974,0.0,0.0,0.0,0.0
3034,Ba3 V2 O8,mp-19365,0.075885296586516,0.0,0.0,0.0,0.0
3035,Ti1 Tc1,mp-11573,0.3664383612762576,0.0,0.0,0.0,0.0
3036,Ni1 As2 O6,mp-19384,0.4040712401939788,0.0,0.0,-0.9368879216539717,0.0
3037,Mn1 Cu2 Sn1 S4,mp-19722,0.015420551227762758,0.0,-0.9945084140620987,0.0,0.0
3038,V2 I6,mp-865493,-0.6489821899515054,0.0,0.0,0.0,0.0
3039,Al12 Tc1,mp-16719,0.37519261244956903,0.0,0.0,0.0,0.0
3040,Er3 Ag3 Pb3,mp-16745,0.10733790196544724,0.0,0.0,0.0,0.0
3041,Mn2 W2 O8,mp-19407,0.280383747136391,0.0,0.0,0.0,0.0
3042,Zr4 As4,mp-1682,0.3337592277886332,0.0,0.0,0.0,0.0
3043,Rb1 Ac1 Te2,mp-862797,-0.2643006225854708,0.0,0.0,0.0,0.0
3044,Sr2 Mg1 W1 O6,mp-19420,0.3664383612762576,0.0,0.0,0.0,0.0
3045,Fe2 W2 O8,mp-19421,0.2745210105385736,0.0,0.0,0.0,0.0
3046,Ca1 Zn5,mp-1734,0.170545240815688,0.0,0.0,0.0,-1.0
3047,Ce1 B2 Ir3,mp-11593,0.5375418893414075,0.0,0.0,0.0,-1.0
3048,Ti2 Co2 O6,mp-19424,0.36196961458607313,0.0,0.0,0.0,0.0
3049,Zr4 Co2 Si4,mp-4022,0.45501002510902366,0.0,0.0,0.0,0.0
3050,Th1 Si2 Ru2,mp-5165,0.43416501422676745,0.0,0.0,0.0,-1.0
3051,Ba4 Cu4,mp-30428,-0.3355972588207319,0.0,0.0,0.0,0.0
3052,Mn6 P3,mp-1849,0.46818757021194046,0.0,0.0,0.0,-1.0
3053,Tm1 In1 Rh2,mp-865211,0.26246259155337226,0.0,0.0,0.0,0.0
3054,U1 F5,mp-1852,-0.23384804988504893,0.0,0.0,0.0,0.0
3055,Ba2 Li1 Re1 O6,mp-6270,0.20174172579617422,-0.5915358582128409,0.0,0.0,0.0
3056,Mn2 P2 O7,mp-18721,0.24347620378545543,0.0,0.0,0.0,0.0
3057,K1 Rb2 Fe1 F6,mp-561067,0.0018223211661771987,0.0,0.0,0.0,0.0
3058,Ti2 Ni2 O6,mp-18732,0.40799165968600226,0.0,0.0,0.0,0.0
3059,Mg2 Al4 B56,mp-531611,0.6483706870281003,0.0,0.0,0.0,0.0
3060,V2 Cd2 O7,mp-18740,0.04099501116028281,0.0,0.0,0.0,0.0
3061,La1 Bi1 Pt1,mp-1018136,0.10733790196544724,0.0,0.0,0.0,0.0
3062,Ta3 N3,mp-1279,0.6627331130530103,0.0,0.0,0.0,-0.6068376068376069
3063,Mo4 O8,mp-510536,0.43416501422676745,0.0,0.0,0.0,0.0
3064,Mg6 Tl2,mp-864938,-0.18047256923280663,0.0,0.0,0.0,0.0
3065,K4 C2 N4,mp-10408,-0.18047256923280663,0.07138135550730218,0.0,-0.96227783822996,0.0
3066,Er5 Al15,mp-862656,0.30281472245839236,0.0,0.0,0.0,0.0
3067,Ge4 Pt4,mp-542640,0.2745210105385736,0.0,0.0,0.0,0.0
3068,Dy2 Ni4,mp-421,0.18652407929291281,0.0,0.0,0.0,0.0
3069,Th2 Bi4,mp-571335,0.05305343014548414,0.0,0.0,0.0,-1.0
3070,Ti4 Ga8,mp-571342,0.35284013121467206,0.0,0.0,0.0,0.0
3071,Ba2 As4 Pd4,mp-571350,0.08671718746302393,0.0,0.0,0.0,-1.0
3072,Ce1 B2 Rh3,mp-5757,0.46818757021194046,0.0,0.0,0.0,0.0
3073,Na4 U4 O12,mp-5788,0.2745210105385736,0.0,0.0,0.0,0.0
3074,Na2 Mg2 As2,mp-5962,-0.042833042192381265,0.0,0.0,-0.8804497642364889,0.0
3075,Dy1 Co2 Si2,mp-5976,0.4516289334525645,0.0,0.0,0.0,0.0
3076,Ta2 Ag2 S6,mp-5821,0.12670808579146442,0.0,0.0,0.0,0.0
3077,Be4 Cu2,mp-2031,0.5426953910643195,0.0,0.0,0.0,0.0
3078,Be5 Au1,mp-1220,0.5296523482492026,0.0,-0.997226237333835,0.0,0.0
3079,Dy4 Mg2 Ge4,mp-977559,0.28614084307199583,0.0,0.0,0.0,0.0
3080,Al2 Ag4,mp-985805,0.08671718746302393,0.0,0.0,0.0,0.0
3081,Cs2 Br2 F2,mp-22935,-0.2979643799030106,-0.8811436308734086,0.0,0.0,0.0
3082,Y4 Zn4 Sn4,mp-20987,0.20174172579617422,0.0,0.0,0.0,0.0
3083,La1 Ni5,mp-2317,0.30281472245839236,0.0,0.0,0.0,0.0
3084,Li8 Ge4 N8,mp-1029776,0.170545240815688,0.0,0.0,0.0,0.0
3085,Li2 Al2 Te4,mp-4586,-0.18047256923280663,-0.8482209746364655,-0.998799467857027,-0.9542981501632208,0.0
3086,Li56 Sb8 N32,mp-1029522,0.32880548235853646,0.0,0.0,0.0,0.0
3087,Ba12 Nb24 N48,mp-1029502,0.075885296586516,0.0,0.0,0.0,0.0
3088,Cu4 Se8 Cl4,mp-31038,-0.48576820297856016,0.0,0.0,0.0,0.0
3089,Cs3 Bi2 Br9,mp-27544,-0.5570648392138211,0.0,0.0,0.0,-0.5726495726495726
3090,Pr1 Se1,mp-1674,0.0646732626789066,0.0,0.0,0.0,0.0
3091,Li2 C1 N2,mp-9610,-0.0947594946016248,0.10653605623488538,0.0,-0.9759158505622053,0.0
3092,La1,mp-156,-0.1347503929300654,0.0,0.0,0.0,0.0
3093,Li2 Al1 Ag1,mp-31168,-0.027244088058777538,0.0,0.0,0.0,0.0
3094,Li4 P2 N2 O4,mp-1020019,0.3081847678561134,-0.4191104213108845,0.0,0.0,0.0
3095,B2 W4,mp-1113,0.6051809692668522,0.0,0.0,0.0,0.0
3096,Bi2 Se3,mp-541837,-0.3355972588207319,0.0,0.0,0.0,-0.9401709401709402
3097,Ba2 Se4,mp-7547,-0.20604702916532647,-0.9073701536384311,0.0,0.0,0.0
3098,U4 P4,mp-2011,0.21626741711842934,0.0,0.0,0.0,0.0
3099,Hf4 Si4,mp-1042,0.4583557120139419,0.0,0.0,0.0,-1.0
3100,In2 N2,mp-22205,0.33863734055653527,0.0,-0.9065345807096679,0.0,0.0
3101,Li2 Ag1 Sb1,mp-16238,-0.027244088058777538,0.0,-0.9990825852720191,0.6722524483133843,0.0
3102,Sc2 Ru1 Pt1,mp-862371,0.3134660480970055,0.0,0.0,0.0,0.0
3103,Ca6 Cr2 N6,mp-8670,0.2562583154468696,0.0,0.0,0.0,0.0
3104,Ca2 Cu2 F8,mp-12266,0.11716976016344582,0.0,0.0,0.0,0.0
3105,Ca12 Mn4 N12,mp-14763,0.2562583154468696,0.0,0.0,0.0,0.0
3106,Ca4 Bi2 O1,mp-551873,0.075885296586516,-0.8242264963620832,0.0,0.0,0.0
3107,Ca8 V4 N12,mp-17892,0.24993117443596913,0.0,0.0,0.0,0.0
3108,Li1 Al2 Ni1,mp-862318,0.30281472245839236,0.0,0.0,0.0,0.0
3109,Ti2 Mn1 Ir1,mp-865569,0.46166672796446084,0.0,0.0,0.0,0.0
